#airframe_info, log_version="1.03", log_content_version="1.01", Product="TXi", airframe_name="Piper PA-46-350P", unit_software_part_number="006-B2014-26", unit_software_version="3.12", system_software_part_number="006-B2014-26", system_id="71D005C2500CD", tail_number="N41518", unit="GDU1", unit_cycle="642", mode=NORMAL, flightstream_header="71D005C2500CD_0642", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,    G,    G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      lbs,      lbs,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F, deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt,      ft, bool,          #,            s, crc16
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll, LatAc, NormAc,   HDG,   TRK, bus1volts, bus2volts, alt1amps, alt2amps,  FQtyL,  FQtyR, FQtyLlbs, FQtyRlbs, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 CHT CLD, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E2 TIT1,  E1 IAT,  E1 CDT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PitchC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas, AltPress, OnGrnd,     LogIdx,      SysTime, LogCheck
          ,         ,        ,       ,             ,             ,  -183.9, 29.83,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.7,  24.7,  -1.2,  -1.5,  43.61,  42.74,   261.67,   256.43,     5.00,    -0.19,   73.18,    0.21,  29.99,    0.0,        ,   64.21,   63.79,   65.40,   65.51,   65.00,   64.48,     ,   65.39,   63.92,   66.88,   64.65,   65.26,   64.39,   62.86,   65.44,   68.48,   64.40,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -95.0, 1,          0,         10.7, DB06
          ,         ,        ,       ,             ,             ,  -184.9, 29.83,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.7,  24.7,  -1.2,  -1.5,  43.61,  42.74,   261.64,   256.41,     3.05,    -0.24,   73.18,    0.21,  29.99,    0.0,        ,   64.21,   63.80,   65.42,   65.51,   65.01,   64.48,     ,   65.38,   63.93,   66.89,   64.66,   65.26,   64.39,   62.87,   65.44,   68.49,   64.39,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -96.0, 1,          1,         11.7, E775
          ,         ,        ,       ,             ,             ,  -184.9, 29.83,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.7,  24.7,  -1.2,  -1.5,  43.60,  42.74,   261.61,   256.41,     1.93,    -0.24,   73.19,    0.21,  29.99,    0.0,        ,   64.21,   63.80,   65.41,   65.52,   65.00,   64.48,    0,   65.38,   63.93,   66.88,   64.66,   65.26,   64.38,   62.87,   65.43,   68.49,   64.40,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -96.0, 1,          2,         12.7, 6A55
          ,         ,        ,       ,             ,             ,  -184.9, 29.83,        ,  18.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.7,  24.7,  -1.2,  -1.5,  43.61,  42.74,   261.66,   256.42,     1.23,    -0.24,   73.20,    0.21,  29.99,    0.0,       0,   64.22,   63.79,   65.41,   65.52,   65.00,   64.47,    0,   65.40,   63.93,   66.88,   64.65,   65.27,   64.39,   62.87,   65.44,   68.49,   64.40,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -96.0, 1,          3,         13.7, C295
          ,         ,        ,       ,             ,             ,  -184.9, 29.83,        ,  18.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.6,  24.7,  -1.2,  -1.5,  43.63,  42.74,   261.77,   256.42,     0.78,    -0.24,   73.20,    0.21,  29.99,    0.0,       0,   64.22,   63.80,   65.41,   65.53,   65.01,   64.48,    0,   65.39,   63.94,   66.89,   64.67,   65.26,   64.39,   62.88,   65.44,   68.49,   64.40,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -96.0, 1,          4,         14.7, C4B3
          ,         ,        ,       ,             ,             ,  -184.9, 29.83,        ,  18.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.6,  24.6,  -1.2,  -1.5,  43.63,  42.74,   261.76,   256.42,     0.49,    -0.24,   73.21,    0.21,  29.98,    0.0,       0,   64.22,   63.79,   65.42,   65.53,   65.01,   64.48,   -0,   65.40,   63.93,   66.87,   64.66,   65.26,   64.39,   62.88,   65.44,   68.49,   64.40,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -96.0, 1,          5,         15.7, D855
          ,         ,        ,       ,             ,             ,  -185.9, 29.83,        ,  18.5,   0.00,       ,  -22.81,       ,       ,     ,     ,      ,      ,  23.2,  23.2,  -1.2,  -1.5,  43.65,  42.73,   261.89,   256.37,     0.31,    -0.67,   73.20,    0.21,  28.72,  198.8,       1,   64.20,   64.31,   64.30,   64.37,   64.81,   64.75,   -0,   63.95,   63.60,   66.88,   65.67,   70.83,   63.94,   62.88,   68.85,   68.51,   64.41,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -97.0, 1,          6,         16.7, C1C9
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -27.83,       ,       ,     ,     ,      ,      ,  23.0,  23.0,  -1.2,  -1.5,  43.68,  42.71,   262.11,   256.25,     0.20,    -0.57,   73.21,    0.42,  29.01,  157.0,       1,   64.27,   63.97,   65.27,   65.54,   65.23,   64.57,   -0,   65.00,   63.79,   66.98,   65.73,   87.32,   67.58,   63.13,   78.09,   68.25,   64.46,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,          7,         17.7, 5DC2
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -30.31,       ,       ,     ,     ,      ,      ,  23.4,  23.4,  -1.2,  -1.5,  43.70,  42.70,   262.19,   256.19,     0.12,    -0.98,   73.09,    0.88,  27.61,  320.1,       1,   64.12,   63.40,   64.98,   64.99,   64.55,   64.31,   -3,   73.24,   68.47,   72.63,   83.97,  124.12,  102.90,   69.56,  103.78,   67.97,   64.54,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,          8,         18.7, A4BF
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,  -36.66,       ,       ,     ,     ,      ,      ,  25.6,  25.2,   0.0,  -0.8,  43.73,  42.68,   262.40,   256.09,     0.43,    -1.71,   72.85,    1.63,  21.42,  744.6,       1,   63.61,   62.22,   63.52,   62.69,   62.17,   63.80,   -3,  145.99,  135.34,  147.61,  178.56,  219.03,  191.83,  100.47,  211.00,   67.67,   64.65,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,          9,         19.7, ED8D
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -42.33,       ,       ,     ,     ,      ,      ,  26.0,  26.0,   6.5,   2.3,  43.72,  42.61,   262.33,   255.68,     1.79,    -1.58,   72.43,   67.10,  17.56,  796.6,       7,   64.20,   63.36,   64.99,   64.93,   64.71,   64.42,   -3,  272.33,  225.31,  240.28,  274.37,  317.96,  282.44,  149.75,  319.51,   67.36,   64.67,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,         10,         20.7, 4C55
          ,         ,        ,       ,             ,             ,  -185.9, 29.83,        ,  18.5,   0.00,       ,  -18.15,       ,       ,     ,     ,      ,      ,  28.1,  28.0,  12.4,   6.1,  43.72,  42.65,   262.35,   255.88,     2.10,    -1.64,   71.67,   79.07,  16.24,  871.4,       9,   64.60,   63.83,   65.48,   65.53,   65.66,   64.81,  -11,  384.98,  327.59,  328.62,  357.53,  396.21,  360.25,  192.51,  403.60,   67.23,   64.73,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -97.0, 1,         11,         21.7, 701B
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,   -1.42,       ,       ,     ,     ,      ,      ,  28.5,  28.4,  14.3,   8.7,  43.76,  42.67,   262.54,   256.04,     2.33,    -1.67,   71.12,   79.94,  15.73,  902.2,      10,   65.07,   64.14,   65.84,   65.93,   66.37,   65.15,  -11,  481.67,  428.39,  407.98,  431.41,  470.09,  439.33,  233.16,  472.64,   67.21,   64.78,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,         12,         22.7, 7003
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,   -5.63,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.2,  10.9,  43.76,  42.69,   262.58,   256.12,     2.46,    -1.72,   70.94,   80.29,  15.29,  920.8,      11,   65.57,   64.47,   66.10,   66.10,   66.86,   65.54,  -11,  559.33,  512.54,  476.36,  495.10,  536.32,  504.81,  268.77,  528.84,   67.21,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,         13,         23.7, 30A0
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -12.20,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.3,  11.8,  43.79,  42.69,   262.73,   256.13,     2.54,    -1.76,   70.96,   79.89,  15.09,  933.5,      11,   66.08,   64.70,   66.38,   66.17,   67.07,   65.89,    0,  623.39,  584.15,  538.49,  549.83,  595.44,  562.84,  300.07,  577.64,   67.16,   64.84,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,         14,         24.7, A26A
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,  -13.23,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.8,  12.5,  43.80,  42.68,   262.82,   256.08,     2.56,    -1.70,   71.25,   80.03,  14.93,  946.8,      11,   66.79,   65.16,   66.86,   66.60,   67.84,   66.38,    0,  681.07,  645.98,  598.08,  604.03,  648.23,  610.30,  327.94,  622.76,   67.12,   64.86,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,         15,         25.7, 89B3
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -12.80,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.9,  12.5,  43.79,  42.68,   262.75,   256.06,     2.61,    -1.74,   71.68,   79.82,  14.84,  942.1,      11,   67.50,   65.66,   67.32,   66.97,   68.51,   66.86,    0,  730.42,  695.83,  653.26,  652.67,  698.57,  653.52,  353.57,  663.25,   67.18,   64.87,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,         16,         26.7, 1C86
          ,         ,        ,       ,             ,             ,  -186.9, 29.83,        ,  18.5,   0.00,       ,  -12.27,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.9,  12.3,  43.77,  42.67,   262.63,   256.02,     2.64,    -1.72,   72.14,   79.92,  14.86,  943.3,      11,   68.23,   66.23,   67.79,   67.37,   69.17,   67.36,    0,  773.24,  739.61,  701.07,  695.74,  745.72,  691.87,  377.16,  699.67,   67.25,   64.88,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -98.0, 1,         17,         27.7, A652
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,   -5.21,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.7,  12.1,  43.76,  42.67,   262.58,   256.03,     2.67,    -1.68,   72.55,   79.87,  14.84,  946.1,      12,   68.99,   66.85,   68.27,   67.82,   69.89,   67.90,    0,  811.65,  780.55,  745.48,  731.68,  784.72,  724.86,  398.54,  730.03,   67.29,   64.88,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,         18,         28.7, B009
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,  -12.79,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.9,  13.0,  43.73,  42.67,   262.40,   256.01,     2.71,    -1.70,   72.86,   79.70,  14.90,  942.4,      12,   69.74,   67.51,   68.75,   68.21,   70.45,   68.45,    0,  845.15,  816.60,  785.46,  764.45,  817.89,  752.39,  418.07,  756.91,   67.31,   64.87,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,         19,         29.7, CE51
          ,         ,        ,       ,             ,             ,  -187.9, 29.83,        ,  18.5,   0.00,       ,  -22.45,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  15.0,  13.3,  43.73,  42.67,   262.36,   256.03,     2.73,    -1.69,   73.08,   79.96,  14.88,  943.1,      12,   70.59,   68.22,   69.41,   68.88,   71.41,   69.03,    0,  874.10,  846.89,  818.01,  793.71,  847.93,  775.65,  435.63,  778.96,   67.36,   64.88,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   -99.0, 1,         20,         30.7, D92A
          ,         ,        ,       ,             ,             ,  -188.9, 29.83,        ,  18.5,   0.00,       ,  -27.07,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.8,  13.1,  43.71,  42.66,   262.28,   255.99,     2.76,    -1.69,   73.25,   79.86,  14.97,  948.8,      12,   71.36,   68.91,   70.01,   69.37,   72.09,   69.59,    0,  895.81,  872.65,  846.44,  823.29,  872.64,  796.80,  452.02,  796.64,   67.38,   64.88,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -100.0, 1,         21,         31.7, A7EF
2021-04-23, 14:43:30,  +00:00,       ,             ,             ,  -188.9, 29.83,        ,  18.5,   0.00,       ,  -26.87,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.6,  13.0,  43.70,  42.66,   262.21,   255.98,     2.78,    -1.71,   73.39,   79.94,  14.87,  948.7,      12,   72.15,   69.63,   70.64,   69.92,   72.78,   70.19,    0,  915.65,  897.03,  869.25,  845.48,  893.85,  816.73,  467.01,  810.87,   67.40,   64.88,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -100.0, 1,         22,         32.7, 66D9
2021-04-23, 14:43:31,  +00:00,       ,             ,             ,  -188.9, 29.83,        ,  18.5,   0.00,       ,  -23.88,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.4,  12.8,  43.69,  42.67,   262.16,   255.99,     2.78,    -1.67,   73.50,   79.89,  14.91,  946.9,      12,   72.94,   70.43,   71.32,   70.47,   73.47,   70.82,    0,  933.10,  918.59,  889.73,  867.11,  911.98,  833.52,  480.74,  823.20,   67.43,   64.87,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -100.0, 1,         23,         33.7, D5C3
2021-04-23, 14:43:32,  +00:00,       ,             ,             ,  -189.9, 29.83,        ,  18.5,   0.00,       ,  -26.51,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.2,  12.6,  43.68,  42.66,   262.07,   255.97,     2.79,    -1.67,   73.60,   80.03,  14.86,  952.5,      12,   73.73,   71.25,   71.97,   70.96,   74.18,   71.46,    0,  947.34,  937.13,  908.81,  884.35,  927.36,  848.81,  493.38,  834.56,   67.48,   64.83,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         24,         34.7, 1B97
2021-04-23, 14:43:33,  +00:00,       ,             ,             ,  -190.9, 29.83,        ,  18.2,   0.00,       ,  -31.87,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  14.0,  12.4,  43.68,  42.66,   262.08,   255.97,     2.79,    -1.71,   73.69,   80.14,  14.84,  955.4,      12,   74.56,   72.10,   72.59,   71.47,   75.02,   72.14,    0,  959.41,  952.12,  923.59,  898.62,  937.63,  860.84,  504.69,  843.20,   67.50,   64.82,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -102.0, 1,         25,         35.7, 8F8C
2021-04-23, 14:43:34,  +00:00,       ,             ,             ,  -189.9, 29.83,        ,  18.2,   0.00,       ,  -34.45,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.9,  12.2,  43.67,  42.66,   262.02,   255.97,     2.83,    -1.66,   73.77,   79.92,  14.95,  950.1,      12,   75.39,   72.92,   73.20,   72.09,   75.86,   72.80,    0,  969.62,  964.48,  935.40,  911.13,  947.38,  871.49,  514.98,  849.89,   67.54,   64.79,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         26,         36.7, 7D0B
2021-04-23, 14:43:35,  +00:00,       ,             ,             ,  -188.9, 29.83,        ,  18.2,   0.00,       ,  -21.14,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.7,  12.0,  43.67,  42.66,   262.04,   255.95,     2.86,    -1.68,   73.85,   80.03,  14.83,  954.5,      13,   76.24,   73.69,   73.88,   72.75,   76.67,   73.44,    0,  977.14,  972.76,  942.84,  920.17,  953.74,  880.47,  524.43,  853.34,   67.56,   64.79,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -100.0, 1,         27,         37.7, 21F1
2021-04-23, 14:43:36,  +00:00,       ,             ,             ,  -189.9, 29.83,        ,  18.2,   0.00,       ,   -8.37,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  13.5,  11.8,  43.68,  42.66,   262.06,   255.97,     2.89,    -1.64,   73.93,   79.85,  14.90,  950.9,      13,   77.06,   74.50,   74.61,   73.43,   77.34,   74.08,    0,  983.22,  980.19,  952.30,  928.42,  960.21,  887.03,  533.01,  858.34,   67.59,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         28,         38.7, 0FA1
2021-04-23, 14:43:37,  +00:00,       ,             ,             ,  -189.9, 29.83,        ,  18.2,   0.00,       ,   -7.05,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  15.1,  13.3,  43.66,  42.66,   261.97,   255.96,     2.90,    -1.62,   74.01,   79.73,  14.96,  949.0,      13,   77.89,   75.32,   75.27,   73.91,   78.01,   74.76,    0,  989.52,  986.81,  964.37,  935.33,  965.99,  892.77,  541.20,  865.14,   67.60,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         29,         39.7, B5E5
2021-04-23, 14:43:38,  +00:00,       ,             ,             ,  -190.9, 29.83,        ,  18.2,   0.00,       ,  -12.45,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  15.9,  14.1,  43.65,  42.66,   261.92,   255.97,     2.91,    -1.64,   74.08,   79.78,  14.94,  950.8,      13,   78.78,   76.22,   76.02,   74.52,   78.93,   75.45,    0,  993.21,  994.16,  971.22,  943.61,  970.27,  898.83,  548.96,  868.73,   67.63,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -102.0, 1,         30,         40.7, 252E
2021-04-23, 14:43:39,  +00:00,       ,             ,             ,  -189.9, 29.83,        ,  18.2,   0.00,       ,  -16.89,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  16.3,  14.6,  43.65,  42.67,   261.90,   256.00,     2.91,    -1.65,   74.15,   79.74,  14.94,  956.4,      13,   79.65,   77.13,   76.72,   75.18,   79.80,   76.18,    0,  997.69, 1000.66,  978.93,  949.05,  975.10,  904.88,  556.07,  873.61,   67.64,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         31,         41.7, 73E4
2021-04-23, 14:43:40,  +00:00,       ,             ,             ,  -190.9, 29.83,        ,  18.2,   0.00,       ,  -18.29,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  16.3,  14.7,  43.65,  42.67,   261.88,   256.05,     2.92,    -1.68,   74.22,   79.90,  14.89,  959.3,      13,   80.54,   77.95,   77.41,   75.93,   80.64,   76.86,    0, 1003.47, 1004.41,  985.74,  952.95,  977.82,  909.13,  562.59,  877.84,   67.66,   64.82,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -102.0, 1,         32,         42.7, 846A
2021-04-23, 14:43:41,  +00:00,       ,             ,             ,  -190.9, 29.83,        ,  18.2,   0.00,       ,  -19.02,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  16.3,  14.6,  43.66,  42.67,   261.97,   256.04,     2.93,    -1.64,   74.29,   79.57,  14.98,  950.5,      13,   81.38,   78.76,   78.22,   76.60,   81.38,   77.56,    0, 1010.10, 1010.13,  992.09,  957.58,  980.76,  913.67,  568.84,  881.68,   67.66,   64.82,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -102.0, 1,         33,         43.7, C02A
2021-04-23, 14:43:42,  +00:00,       ,             ,             ,   110.0, 30.15,        ,  18.2,   0.00,       ,  -14.92,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  16.2,  14.6,  43.66,  42.67,   261.95,   256.02,     2.93,    -1.69,   74.34,   79.68,  14.96,  953.1,      13,   82.24,   79.68,   78.99,   77.28,   82.11,   78.28,    0, 1015.17, 1014.89,  997.15,  962.94,  983.12,  916.42,  574.79,  884.85,   67.69,   64.81,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         34,         44.7, 682D
2021-04-23, 14:43:43,  +00:00,       ,             ,             ,   272.4, 30.33,        ,  18.2,   0.00,       ,   -8.23,       ,       ,     ,     ,      ,      ,  28.5,  28.5,  16.1,  14.5,  43.66,  42.66,   261.95,   255.99,     2.92,    -1.65,   74.40,   79.57,  15.01,  947.3,      13,   83.13,   80.58,   79.70,   77.86,   82.96,   79.02,    0, 1019.78, 1019.17, 1000.75,  968.32,  987.78,  921.58,  581.06,  888.50,   67.69,   64.80,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         35,         45.7, 0F70
2021-04-23, 14:43:44,  +00:00,       ,             ,             ,   325.4, 30.39,        ,  18.0,   0.00,       ,   -7.68,  -2.11,   0.46, -0.01, -0.01, 139.0,      ,  28.5,  28.5,  16.0,  14.4,  43.65,  42.67,   261.92,   256.00,     2.92,    -1.62,   74.45,   79.66,  15.04,  956.9,      13,   84.02,   81.47,   80.43,   78.56,   83.83,   79.75,    0, 1020.55, 1023.13, 1005.53,  972.59,  991.12,  925.02,  587.40,  892.43,   67.69,   64.79,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -102.0, 1,         36,         46.7, 4366
2021-04-23, 14:43:45,  +00:00,       ,             ,             ,   299.4, 30.36,        ,  18.0,   0.00,       ,   -9.68,  -2.11,   0.45, -0.01, -0.02, 139.0,      ,  28.5,  28.5,  15.9,  14.2,  43.66,  42.66,   261.95,   255.98,     2.91,    -1.67,   74.50,   79.81,  14.94,  956.9,      13,   84.91,   82.30,   81.18,   79.32,   84.68,   80.45,    0, 1022.82, 1025.38, 1007.56,  976.07,  993.33,  927.19,  592.80,  894.75,   67.71,   64.77,        ,   0, GPS1,  150.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,  -101.0, 1,         37,         47.7, D6A5
